City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3671497,Puerto Colombia,CO,10.9878,-74.9547,78.89,85,100,5.77
5972762,Hay River,CA,60.8156,-115.7999,36.52,88,99,5.57
935215,Saint-Philippe,RE,-21.3585,55.7679,79.25,72,50,10.27
1738050,Marabu,MY,4.4148,114.0089,81.66,79,100,5.57
1254709,Tezu,IN,27.9167,96.1667,76.82,65,0,0.72
3115824,Muros,ES,42.7762,-9.0603,61.0,78,100,18.68
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,57.9,41,100,6.91
5364271,Laguna,US,38.421,-121.4238,54.55,93,1,0.0
2015306,Tiksi,RU,71.6872,128.8694,9.28,96,100,1.95
2155562,Nelson Bay,AU,-32.7167,152.15,71.51,83,81,1.99
2662689,Visby,SE,57.6409,18.296,55.51,88,75,14.97
2016405,Smolenka,RU,52.1352,113.4974,37.47,56,36,4.47
2171465,Clarence Town,AU,-32.5833,151.7833,71.04,69,77,3.38
108410,Riyadh,SA,24.6877,46.7219,95.14,10,26,14.65
795243,Snezhnogorsk,RU,69.1933,33.2531,10.18,76,58,5.14
1213855,Sibolga,ID,1.7427,98.7792,82.31,76,97,2.51
214389,Kaniama,CD,-7.5667,24.1833,79.77,59,87,4.09
2208485,Zliten,LY,32.4674,14.5687,74.53,60,49,23.15
2058430,Whyalla,AU,-33.0333,137.5833,67.89,40,0,20.71
5232592,Vermillion,US,42.7794,-96.9292,46.94,89,100,12.82
3430545,Morón,AR,-34.6534,-58.6198,72.9,65,89,5.46
3407882,Altamira,BR,-3.2033,-52.2064,72.91,95,49,2.06
4565090,Guánica,PR,17.9716,-66.908,74.5,87,6,3.0
6167817,Torbay,CA,47.6666,-52.7314,38.12,88,100,1.99
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,37.38,67,0,10.2
3424607,Tasiilaq,GL,65.6145,-37.6368,30.36,85,100,8.81
1527497,Kyzyl-Suu,KG,42.3414,78.0056,47.43,54,100,2.82
3139914,Selje,NO,62.0459,5.351,52.86,94,100,12.35
3131500,Visnes,NO,59.3556,5.2242,53.69,94,90,17.27
3401845,Conceição do Araguaia,BR,-8.2578,-49.2647,78.94,67,27,2.37
1058381,Morondava,MG,-20.2833,44.2833,81.25,59,0,20.62
2015646,Taldan,RU,53.6667,124.8,32.97,74,67,2.06
2122605,Okhotsk,RU,59.3833,143.3,23.43,85,96,4.07
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,69.12,66,40,5.01
1106677,Bambous Virieux,MU,-20.3428,57.7575,80.22,61,1,11.14
4409896,Springfield,US,37.2153,-93.2982,51.42,96,90,1.01
1649150,Bengkulu,ID,-3.8004,102.2655,81.14,76,100,4.54
161616,Balkanabat,TM,39.5108,54.3671,54.03,45,2,2.53
667303,Sfântu Gheorghe,RO,45.8667,25.7833,50.54,52,42,1.34
3393106,Paragominas,BR,-2.9667,-47.4833,75.22,87,19,3.27
2336589,Jalingo,NG,8.8833,11.3667,88.75,56,35,5.03
1856392,Muroto-misakicho,JP,33.2833,134.15,67.87,57,2,14.85
103630,Najrān,SA,17.4924,44.1277,83.16,14,66,12.5
3649408,Altagracia de Orituco,VE,9.8601,-66.3814,69.73,96,100,0.13
1510817,Barzas,RU,55.7167,86.3167,34.03,50,91,7.09
2130741,Abashiri,JP,44.0213,144.2697,50.52,78,100,4.0
553766,Kamenka,RU,51.3223,42.7678,47.3,63,100,12.75
4734350,Stephenville,US,32.2207,-98.2023,55.96,45,1,10.36
5323401,Alpine,US,32.835,-116.7664,59.63,55,1,0.0
3414079,Olafsvik,IS,64.8945,-23.7142,40.01,95,100,31.09
5380437,Pacific Grove,US,36.6177,-121.9166,58.59,89,1,1.99
5710360,Winnemucca,US,40.973,-117.7357,39.25,93,1,3.44
1720482,Calatrava,PH,10.595,123.4838,81.14,80,99,7.2
1789647,Xichang,CN,27.8964,102.2634,60.96,81,83,2.53
2022083,Kirensk,RU,57.7853,108.1119,27.93,48,98,6.98
2013392,Vilyuysk,RU,63.7553,121.6247,22.89,73,100,13.89
475469,Verkhnetulomskiy,RU,68.6073,31.7962,10.53,76,100,5.77
2338660,Yaan,NG,7.3833,8.5667,83.19,69,53,6.04
3397154,Juazeiro,BR,-9.4117,-40.4986,77.18,73,40,9.22
3832899,Viedma,AR,-40.8135,-62.9967,69.64,31,67,9.8
352733,Marsá Maţrūḩ,EG,31.3525,27.2453,78.28,49,92,4.9
4997130,Ingham,US,42.6,-84.3833,49.66,95,90,6.91
3352263,Warmbad,NA,-28.45,18.7333,77.32,45,96,6.44
1626542,Sorong,ID,-0.8833,131.25,81.5,81,99,7.61
698232,Ostroh,UA,50.3294,26.5143,50.92,69,98,10.63
2013279,Vostok,RU,46.4856,135.8833,35.01,79,100,4.38
151986,Namanyere,TZ,-7.5167,31.05,86.05,23,3,8.86
3380290,Sinnamary,GF,5.3833,-52.95,77.74,87,97,5.26
1489853,Tazovsky,RU,67.4667,78.7,9.97,94,100,10.78
1623251,Trenggalek,ID,-8.05,111.7167,77.61,94,99,3.76
1153035,Kathu,TH,7.9178,98.3332,85.82,70,98,5.39
3522526,Nuevo Progreso,MX,23.1667,-97.95,71.29,65,31,1.99
2126682,Bilibino,RU,68.0546,166.4372,-19.97,99,17,3.51
556268,Ostrovnoy,RU,68.0531,39.5131,27.34,74,99,4.97
3420846,Qaqortoq,GL,60.7167,-46.0333,27.1,74,53,4.18
2714903,Finspång,SE,58.7058,15.7674,57.78,83,100,12.12
569122,Chermoz,RU,58.787,56.1489,36.1,97,100,15.41
4946620,Palmer,US,42.1584,-72.3287,44.76,75,90,6.91
2294034,Winneba,GH,5.3511,-0.6231,82.74,73,22,6.31
6078372,Moose Factory,CA,51.2585,-80.6094,36.14,82,0,4.59
3336897,La Rioja,ES,42.25,-2.5,47.48,41,100,3.33
2281120,Tabou,CI,4.423,-7.3528,81.9,76,43,4.09
1242110,Kalmunai,LK,7.4167,81.8167,84.87,65,55,11.05
3450083,Santa Maria,BR,-29.6842,-53.8069,63.34,74,1,4.68
3394023,Natal,BR,-5.795,-35.2094,77.65,88,20,9.22
3924679,Vilhena,BR,-12.7406,-60.1458,69.24,87,96,3.29
3839307,Rawson,AR,-43.3002,-65.1023,59.63,56,8,14.23
3374120,Vila do Maio,CV,15.1333,-23.2167,81.39,78,100,17.13
2644210,Liverpool,GB,53.4106,-2.9779,59.32,83,75,13.0
3372760,Praia da Vitória,PT,38.7333,-27.0667,64.76,89,100,14.34
110690,Abhā,SA,18.2164,42.5053,71.85,23,40,5.75
3194724,Mrkonjić Grad,BA,44.4158,17.0861,32.16,52,3,3.02
2212775,Sabha,LY,27.0377,14.4283,83.26,23,90,10.33
1516048,Khovd,MN,48.0056,91.6419,44.94,35,35,2.04
3372964,Lagoa,PT,39.05,-27.9833,66.34,66,81,18.84
4328254,Iberia,US,29.9502,-91.7507,59.41,88,1,5.75
4255151,Bud,US,39.447,-86.1758,46.81,91,100,11.41
3491161,Bull Savanna,JM,17.8868,-77.5902,75.4,87,70,7.92
1794209,Simao,CN,22.7886,100.9748,67.87,93,59,1.45
5720495,Coos Bay,US,43.3665,-124.2179,59.65,97,90,4.61
1267433,Kattivākkam,IN,13.2167,80.3167,84.29,72,100,16.58
3673536,Orocué,CO,4.7912,-71.3354,73.04,93,100,2.71
2028028,Aksha,RU,50.2814,113.2867,42.22,53,4,1.81
5563839,Fortuna,US,40.5982,-124.1573,52.65,70,90,5.75
1260137,Pathānkot,IN,32.2833,75.65,79.59,33,0,4.59
2314302,Kinshasa,CD,-4.3246,15.3215,86.49,58,100,2.62
3397851,Itupiranga,BR,-5.1347,-49.3267,77.32,87,8,2.91
602150,Umeå,SE,63.8284,20.2597,40.93,100,90,2.3
6053446,Lewisporte,CA,49.2499,-55.0482,34.88,72,100,9.73
2167426,Emerald,AU,-23.5333,148.1667,85.98,13,0,21.77
1816373,Bijie,CN,27.3125,105.2942,48.31,97,100,4.43
2038342,Beipiao,CN,41.7919,120.7792,54.16,42,61,5.79
477940,Ust-Tsilma,RU,65.441,52.1498,24.24,86,100,11.99
523392,Naryan-Mar,RU,67.6713,53.087,22.93,70,32,13.8
7647007,Bariloche,AR,-41.1456,-71.3082,44.44,54,3,4.97
5915327,Cap-aux-Meules,CA,47.3821,-61.8597,45.66,73,92,27.58
3865086,Bahía Blanca,AR,-38.7196,-62.2724,80.19,26,100,15.5
3892454,Diego de Almagro,CL,-26.3667,-70.05,58.51,26,0,0.22
3696183,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,3.44
1295765,Sittwe,MM,20.15,92.9,83.17,74,51,9.62
2034400,Tongliao,CN,43.6125,122.2653,50.58,39,0,6.96
3451051,Rio Verde de Mato Grosso,BR,-18.9181,-54.8442,75.45,81,99,3.74
1651461,Amuntai,ID,-2.4177,115.2494,78.87,89,95,3.15
2119932,Vanino,RU,49.0869,140.2543,38.84,80,56,7.92
2139521,Noumea,NC,-22.2763,166.4572,69.78,81,13,10.58
916095,Kabwe,ZM,-14.4469,28.4464,81.36,41,67,12.62
1651810,Airai,TL,-8.9266,125.4092,66.88,85,100,1.39
3438102,Fuerte Olimpo,PY,-21.0415,-57.8738,76.95,66,1,3.24
3837213,San Juan,AR,-31.5375,-68.5364,74.44,27,94,6.96
2638077,Sheffield,GB,53.383,-1.4659,58.44,83,92,1.99
3468031,Camaçari,BR,-12.6975,-38.3242,80.37,81,13,5.21
53654,Mogadishu,SO,2.0371,45.3438,82.31,69,34,14.34
3675504,Manaure,CO,11.7751,-72.4445,80.2,81,88,8.7
3430708,Mercedes,AR,-34.6515,-59.4307,69.35,72,90,7.0
2322495,Tari,NG,12.4086,4.4914,92.01,37,72,5.7
2377450,Nouakchott,MR,18.0858,-15.9785,82.33,59,100,10.71
1519327,Shakhtinsk,KZ,49.71,72.5872,43.36,26,1,6.55
370457,Maridi,SS,4.9158,29.4742,87.24,48,12,6.76
3067542,Příbram,CZ,49.6899,14.0104,53.47,89,29,10.16
3689232,Baraya,CO,3.1533,-75.0531,71.64,79,95,1.97
2239862,Malanje,AO,-9.5402,16.341,88.3,39,77,2.95
3186999,Zlatica,ME,43.1146,19.2668,52.99,35,0,4.07
162627,Yabrūd,SY,33.9674,36.6574,69.46,39,11,3.89
3419842,Sisimiut,GL,66.9395,-53.6735,24.71,77,99,6.78
981158,Lydenburg,ZA,-25.0978,30.4597,62.33,68,100,3.33
4815352,Morgantown,US,39.6295,-79.9559,45.97,94,1,0.0
3448903,São João da Barra,BR,-21.6403,-41.0511,75.29,85,97,8.25
332288,Lalibela,ET,12.0333,39.0333,73.22,30,66,5.82
1498161,Muzhi,RU,65.3667,64.6667,27.05,97,100,8.12
1847947,Shingū,JP,33.7333,135.9833,57.45,74,0,7.58
3454061,Peruíbe,BR,-24.32,-46.9983,71.1,99,100,5.12
902620,Mwinilunga,ZM,-11.7358,24.4293,88.2,27,53,11.61
6319623,Taguatinga,BR,-12.3857,-46.5711,79.21,49,0,11.92
1501377,Kungurtug,RU,50.5994,97.5228,36.77,57,79,2.19
88319,Benghazi,LY,32.1167,20.0667,75.13,69,16,15.7
1696188,Palauig,PH,15.435,119.9045,82.38,76,12,1.43
3351380,Caconda,AO,-13.7333,15.0667,77.65,41,91,1.77
1152194,Mae Sai,TH,20.4335,99.8762,80.4,78,84,1.79
4681976,Cleburne,US,32.3476,-97.3867,58.3,48,1,14.97
2647356,Hastings,GB,50.8552,0.5729,58.6,74,36,20.04
2757220,Den Helder,NL,52.9599,4.7593,56.55,80,20,15.99
718618,Kompolt,HU,47.7333,20.25,56.86,42,32,3.65
372753,Kassala,SD,15.451,36.4,96.84,21,46,3.69
367544,Sawākin,SD,19.1059,37.3321,90.03,57,63,12.48
3386467,Terra Santa,BR,-2.1042,-56.4869,73.56,94,81,1.7
3702269,Bisira,PA,8.5196,-81.7115,59.27,98,67,0.78
2396518,Port-Gentil,GA,-0.7193,8.7815,78.93,82,86,6.29
997151,Heidelberg,ZA,-26.5048,28.3592,68.7,62,100,6.46
3893894,Concepción,CL,-36.827,-73.0498,49.8,93,75,5.75
5421250,Englewood,US,39.6478,-104.9878,37.67,69,20,1.99
4224413,Statesboro,US,32.4488,-81.7832,50.29,93,1,0.0
2610806,Vágur,FO,61.4732,-6.8119,48.78,82,69,21.36
1489571,Tinskoy,RU,56.1525,96.9161,28.83,56,82,4.18
113659,Tabas,IR,33.5959,56.9244,71.76,22,19,8.1
218680,Boende,CD,-0.2167,20.8667,86.65,59,98,3.56
633221,Uusikaupunki,FI,60.8004,21.4084,48.72,94,100,11.43
699706,Novooleksiyivka,UA,46.2269,34.6428,54.09,50,40,5.06
1529102,Ürümqi,CN,43.801,87.6005,59.95,27,0,6.71
3674676,Mitú,CO,1.1983,-70.1733,70.23,100,100,3.0
1684245,Tagusao,PH,9.1924,117.8141,77.99,87,100,8.28
5975004,High Level,CA,58.5169,-117.136,36.23,93,100,4.21
